date, pm25, pm10, o3, no2, so2, co
2017/9/1, , , , 24, , 5
2017/9/2, , , , 21, , 2
2017/9/3, , , , 11, 1, 3
2017/9/4, , , , 11, , 3
2017/9/5, , , , 9, , 2
2017/9/6, , , , 11, , 
2017/9/11, , , , 13, , 
2017/4/1, , , , 21, , 3
2017/4/2, , , , 14, , 9
2017/4/3, , , , 24, , 4
2017/4/4, , , , 21, , 1
2017/4/5, , , , 13, , 2
2017/4/6, , , , 17, , 4
2017/4/7, , , , 28, , 5
2017/4/8, , , , 23, , 3
2017/4/9, , , , 13, , 2
2017/4/10, , , , 19, , 2
2017/4/11, , , , 14, , 2
2017/4/12, , , , 13, , 1
2017/4/13, , , , 15, , 3
2017/4/14, , , , 14, , 3
2017/4/15, , , , 13, , 4
2017/4/16, , , , 22, , 3
2017/4/17, , , , 17, , 3
2017/4/18, , , , 20, , 4
2017/4/19, , , , 23, , 2
2017/4/20, , , , 15, , 2
2017/4/21, , , , 22, , 1
2017/4/22, , , , 14, , 2
2017/4/23, , , , 11, , 3
2017/4/24, , , , 21, , 3
2017/4/25, , , , 21, , 1
2017/4/26, , , , 18, , 4
2017/4/27, , , , 28, , 4
2017/4/28, , , , 23, , 4
2017/4/29, , , , 20, , 3
2017/4/30, , , , 23, , 2
2017/5/1, , , , 20, , 3
2017/5/2, , , , 22, , 2
2017/5/3, , , , 10, , 3
2017/5/4, , , , 17, , 2
2017/5/5, , , , 19, , 
2017/5/10, , , , 16, , 2
2017/5/11, , , , 15, , 
2017/5/13, , , , 25, , 6
2017/5/14, , , , 20, , 6
2017/5/15, , , , 20, , 4
2017/5/16, , , , 16, , 3
2017/5/17, , , , 13, , 3
2017/5/18, , , , 17, , 4
2017/5/19, , , , 26, , 4
2017/5/20, , , , 25, , 1
2017/5/21, , , , 11, , 2
2017/5/22, , , , 11, , 3
2017/5/23, , , , 22, , 3
2017/5/24, , , , 25, , 2
2017/5/25, , , , 21, , 3
2017/5/26, , , , 16, , 3
2017/5/27, , , , 11, , 3
2017/5/28, , , , 14, , 
2017/5/29, , , , 14, , 2
2017/5/30, , , , 13, , 2
2017/5/31, , , , 20, , 2
2017/6/1, , , , 11, , 2
2017/6/2, , , , 11, , 1
2017/6/3, , , , 13, , 1
2017/6/4, , , , 9, , 1
2017/6/5, , , , 18, , 2
2017/6/6, , , , 13, , 3
2017/6/7, , , , 18, , 3
2017/6/8, , , , 20, , 4
2017/6/9, , , , 20, , 2
2017/6/10, , , , 21, , 1
2017/6/11, , , , 21, , 2
2017/6/12, , , , 15, , 2
2017/6/13, , , , 15, , 2
2017/6/14, , , , 10, , 2
2017/6/15, , , , 10, , 2
2017/6/16, , , , 12, , 3
2017/6/17, , , , 13, , 3
2017/6/18, , , , 16, , 2
2017/6/19, , , , 19, , 2
2017/6/20, , , , 14, , 2
2017/6/21, , , , 10, , 2
2017/6/22, , , , 12, , 2
2017/6/23, , , , 12, , 2
2017/6/24, , , , 15, , 3
2017/6/25, , , , 17, , 1
2017/6/26, , , , 12, , 3
2017/6/27, , , , 11, , 3
2017/6/28, , , , 16, , 2
2017/6/29, , , , 21, , 2
2017/6/30, , , , 28, , 2
2017/1/2, , , , 13, , 4
2017/1/3, , , , 12, , 5
2017/1/4, , , , 21, , 4
2017/1/5, , , , 15, , 5
2017/1/6, , , , 12, 1, 4
2017/1/7, , , , 18, 2, 4
2017/1/8, , , , 23, 2, 10
2017/1/9, , , , 36, , 4
2017/1/10, , , , 29, , 3
2017/1/11, , , , 23, , 2
2017/1/12, , , , 21, , 4
2017/1/13, , , , 18, , 3
2017/1/14, , , , 19, , 2
2017/1/15, , , , 14, , 4
2017/1/16, , , , 21, , 5
2017/1/17, , , , 28, , 2
2017/1/18, , , , 17, , 2
2017/1/19, , , , 16, , 2
2017/1/20, , , , 18, , 2
2017/1/21, , , , 18, , 1
2017/1/22, , , , 16, , 2
2017/1/23, , , , 19, , 2
2017/1/24, , , , 16, , 4
2017/1/25, , , , 19, , 6
2017/1/26, , , , 26, , 4
2017/1/27, , , , 22, , 5
2017/1/28, , , , 22, , 3
2017/1/29, , , , 19, , 4
2017/1/30, , , , 21, , 3
2017/1/31, , , , 22, , 2
2017/2/1, , , , 20, , 4
2017/2/2, , , , 23, , 5
2017/2/3, , , , 32, , 6
2017/2/4, , , , 30, , 4
2017/2/5, , , , 23, , 4
2017/2/6, , , , 21, , 5
2017/2/7, , , , 25, , 5
2017/2/8, , , , 29, , 4
2017/2/9, , , , 26, , 2
2017/2/10, , , , 19, , 2
2017/2/11, , , , 17, , 2
2017/2/12, , , , 16, , 3
2017/2/13, , , , 21, , 2
2017/2/14, , , , 16, , 3
2017/2/15, , , , 16, , 4
2017/2/16, , , , 26, , 3
2017/2/17, , , , 23, , 3
2017/2/18, , , , 16, , 1
2017/2/19, , , , 12, , 2
2017/2/20, , , , 11, , 3
2017/2/21, , , , 18, , 4
2017/2/22, , , , 19, , 3
2017/2/23, , , , 25, , 2
2017/2/24, , , , 21, , 3
2017/2/25, , , , 14, , 2
2017/2/26, , , , 12, , 2
2017/2/27, , , , 17, , 2
2017/2/28, , , , 22, , 2
2017/3/1, , , , 21, , 3
2017/3/2, , , , 24, , 2
2017/3/3, , , , 20, , 2
2017/3/4, , , , 16, , 2
2017/3/5, , , , 17, , 5
2017/3/6, , , , 23, , 7
2017/3/7, , , , 23, , 5
2017/3/8, , , , 23, , 3
2017/3/9, , , , 25, , 2
2017/3/10, , , , 19, , 5
2017/3/11, , , , 24, , 4
2017/3/12, , , , 26, , 7
2017/3/13, , , , 37, , 9
2017/3/14, , , , 38, , 2
2017/3/15, , , , 21, , 4
2017/3/16, , , , 21, , 5
2017/3/17, , , , 26, , 3
2017/3/18, , , , 17, , 3
2017/3/19, , , , 15, , 5
2017/3/20, , , , 21, , 3
2017/3/21, , , , 20, , 2
2017/3/22, , , , 19, , 3
2017/3/23, , , , 21, , 3
2017/3/24, , , , 26, , 3
2017/3/25, , , , 16, , 3
2017/3/26, , , , 19, , 1
2017/3/27, , , , 14, , 1
2017/3/28, , , , 16, , 3
2017/3/29, , , , 17, , 2
2017/3/30, , , , 18, , 3
2017/3/31, , , , 23, , 3
2016/10/1, , , , 15, 1, 6
2016/10/2, , , , 23, 4, 6
2016/10/3, , , , 23, 1, 6
2016/10/4, , , , 16, 1, 5
2016/10/5, , , , 12, 1, 7
2016/10/6, , , , 15, 2, 8
2016/10/7, , , , 16, 1, 8
2016/10/8, , , , 15, 1, 5
2016/10/9, , , , 11, 1, 5
2016/10/10, , , , 15, 1, 6
2016/10/11, , , , 18, 1, 4
2016/10/12, , , , 17, 1, 4
2016/10/13, , , , 14, 1, 4
2016/10/14, , , , 17, 1, 3
2016/10/15, , , , 14, , 3
2016/10/16, , , , 12, , 4
2016/10/17, , , , 14, , 3
2016/10/18, , , , 14, 1, 4
2016/10/19, , , , 20, 1, 6
2016/10/20, , , , 24, 1, 6
2016/10/21, , , , 22, 1, 6
2016/10/22, , , , 23, 1, 5
2016/10/23, , , , 17, 1, 5
2016/10/24, , , , 19, 1, 2
2016/10/25, , , , 14, 1, 3
2016/10/26, , , , 18, 1, 3
2016/10/27, , , , 19, 1, 4
2016/10/28, , , , 15, , 3
2016/10/29, , , , 16, 1, 6
2016/10/30, , , , 19, 1, 6
2016/10/31, , , , 21, , 5
2016/11/1, , , , 17, , 3
2016/11/2, , , , 18, , 3
2016/11/3, , , , 18, , 4
2016/11/4, , , , 14, , 3
2016/11/5, , , , 14, , 5
2016/11/6, , , , 20, , 5
2016/11/7, , , , 20, 1, 5
2016/11/8, , , , 15, , 7
2016/11/9, , , , 19, 1, 8
2016/11/10, , , , 16, , 5
2016/11/11, , , , 14, 1, 2
2016/11/12, , , , 14, , 3
2016/11/13, , , , 19, 1, 4
2016/11/14, , , , 26, 1, 5
2016/11/15, , , , 23, , 2
2016/11/16, , , , 15, , 3
2016/11/17, , , , 14, , 3
2016/11/18, , , , 17, 1, 3
2016/11/19, , , , 18, , 3
2016/11/20, , , , 16, 1, 4
2016/11/21, , , , 20, 1, 3
2016/11/22, , , , 20, 1, 2
2016/11/23, , , , 20, 1, 3
2016/11/24, , , , 17, 1, 2
2016/11/25, , , , 19, , 3
2016/11/26, , , , 14, 1, 2
2016/11/27, , , , 16, , 3
2016/11/28, , , , 17, 1, 3
2016/11/29, , , , 15, 1, 5
2016/11/30, , , , 21, 1, 4
2016/12/1, , , , 23, , 4
2016/12/2, , , , 20, 1, 5
2016/12/3, , , , 21, , 4
2016/12/4, , , , 20, , 3
2016/12/5, , , , 16, 1, 4
2016/12/6, , , , 14, , 5
2016/12/7, , , , 24, 1, 4
2016/12/8, , , , 20, , 5
2016/12/9, , , , 20, , 3
2016/12/10, , , , 16, 1, 4
2016/12/11, , , , 18, 1, 4
2016/12/12, , , , 23, 1, 3
2016/12/13, , , , 27, , 4
2016/12/14, , , , 23, 1, 3
2016/12/15, , , , 23, , 6
2016/12/16, , , , 29, , 5
2016/12/17, , , , 20, , 2
2016/12/18, , , , 14, 1, 3
2016/12/19, , , , 17, 1, 5
2016/12/20, , , , 25, 1, 2
2016/12/21, , , , 15, , 3
2016/12/22, , , , 15, , 3
2016/12/23, , , , 15, , 3
2016/12/24, , , , 16, , 3
2016/12/25, , , , 12, , 3
2016/12/26, , , , 14, , 3
2016/12/27, , , , 19, , 5
2016/12/28, , , , 29, , 4
2016/12/29, , , , 18, , 3
2016/12/30, , , , 16, , 2
2016/12/31, , , , 12, , 
2016/7/1, , , , 29, , 5
2016/7/2, , , , 28, , 5
2016/7/3, , , , 25, , 6
2016/7/4, , , , 26, , 14
2016/7/5, , , , 9, , 2
2016/7/6, , , , 10, , 1
2016/7/7, , , , 14, , 2
2016/7/8, , , , 12, , 2
2016/7/9, , , , 11, , 1
2016/7/10, , , , 11, , 2
2016/7/11, , , , 11, , 1
2016/7/12, , , , 14, , 3
2016/7/13, , , , 17, , 4
2016/7/14, , , , 20, , 6
2016/7/15, , , , 26, , 4
2016/7/16, , , , 19, , 4
2016/7/17, , , , 14, , 3
2016/7/18, , , , 19, , 4
2016/7/19, , , , 17, , 7
2016/7/20, , , , 23, , 3
2016/7/21, , , , 14, , 5
2016/7/22, , , , 19, , 5
2016/7/23, , , , 17, , 6
2016/7/24, , , , 17, , 6
2016/7/25, , , , 19, , 6
2016/7/26, , , , 27, , 9
2016/7/27, , , , 34, , 5
2016/7/28, , , , 23, , 8
2016/7/29, , , , 35, , 4
2016/7/30, , , , 20, , 2
2016/7/31, , , , 12, , 3
2016/8/1, , , , 18, , 3
2016/8/2, , , , 22, , 4
2016/8/3, , , , 18, , 3
2016/8/4, , , , 14, , 3
2016/8/5, , , , 17, , 3
2016/8/6, , , , 20, , 4
2016/8/7, , , , 21, , 2
2016/8/8, , , , 9, , 2
2016/8/9, , , , 14, , 5
2016/8/10, , , , 25, , 4
2016/8/11, , , , 21, , 3
2016/8/12, , , , 15, , 3
2016/8/13, , , , 11, , 4
2016/8/14, , , , 15, , 2
2016/8/15, , , , 13, , 
2016/8/17, , , , 16, , 
2016/8/18, , , , 24, , 
2016/8/19, , , , 30, , 
2016/8/20, , , , 19, , 
2016/8/21, , , , 22, , 
2016/8/22, , , , 24, , 
2016/8/23, , , , 25, , 
2016/8/24, , , , 22, , 
2016/8/25, , , , 14, , 
2016/8/26, , , , 16, , 
2016/8/27, , , , 13, , 
2016/8/28, , , , 9, , 
2016/8/29, , , , 15, , 
2016/8/30, , , , 16, , 
2016/8/31, , , , 12, , 
2016/9/1, , , , 15, , 
2016/9/2, , , , 19, , 
2016/9/3, , , , 15, , 
2016/9/4, , , , 15, , 
2016/9/5, , , , 16, , 
2016/9/6, , , , 14, , 
2016/9/7, , , , 14, , 
2016/9/8, , , , 11, , 
2016/9/9, , , , 11, , 
2016/9/10, , , , 14, , 
2016/9/11, , , , 15, , 
2016/9/12, , , , 15, , 
2016/9/13, , , , 10, , 
2016/9/14, , , , 11, , 
2016/9/15, , , , 13, , 
2016/9/16, , , , 15, , 
2016/9/17, , , , 10, , 
2016/9/18, , , , 9, , 
2016/9/19, , , , 10, , 
2016/9/20, , , , 11, , 
2016/9/21, , , , 13, , 
2016/9/22, , , , 14, , 
2016/9/23, , , , 10, , 
2016/9/24, , , , 12, , 
2016/9/25, , , , 17, , 
2016/9/26, , , , 12, , 6
2016/9/27, , , , 15, , 4
2016/9/28, , , , 15, 1, 3
2016/9/29, , , , 20, , 2
2016/9/30, , , , 13, , 3
2016/4/1, , , , 17, , 3
2016/4/2, , , , 14, , 3
2016/4/3, , , , 9, , 3
2016/4/4, , , , 13, , 4
2016/4/5, , , , 18, , 7
2016/4/6, , , , 36, , 4
2016/4/7, , , , 31, , 6
2016/4/8, , , , 32, , 4
2016/4/9, , , , 30, , 5
2016/4/10, , , , 23, , 5
2016/4/11, , , , 23, , 7
2016/4/12, , , , 31, , 7
2016/4/13, , , , 35, , 4
2016/4/14, , , , 30, , 3
2016/4/15, , , , 18, , 4
2016/4/16, , , , 17, , 4
2016/4/17, , , , 23, , 2
2016/4/18, , , , 23, , 4
2016/4/19, , , , 21, , 3
2016/4/20, , , , 22, , 3
2016/4/21, , , , 20, , 2
2016/4/22, , , , 15, , 3
2016/4/23, , , , 17, , 2
2016/4/24, , , , 16, , 4
2016/4/25, , , , 21, , 5
2016/4/26, , , , 19, , 5
2016/4/27, , , , 24, , 7
2016/4/28, , , , 31, , 6
2016/4/29, , , , 28, , 6
2016/4/30, , , , 26, , 4
2016/5/1, , , , 21, , 3
2016/5/2, , , , 21, , 4
2016/5/3, , , , 23, , 3
2016/5/4, , , , 25, , 3
2016/5/5, , , , 19, , 5
2016/5/6, , , , 24, , 5
2016/5/7, , , , 28, , 6
2016/5/8, , , , 27, , 6
2016/5/9, , , , 25, , 4
2016/5/10, , , , 30, , 6
2016/5/11, , , , 33, , 3
2016/5/12, , , , 17, , 5
2016/5/13, , , , 23, , 5
2016/5/14, , , , 22, , 5
2016/5/15, , , , 19, , 6
2016/5/16, , , , 23, , 2
2016/5/17, , , , 16, , 3
2016/5/18, , , , 17, , 5
2016/5/19, , , , 24, , 5
2016/5/20, , , , 22, , 4
2016/5/21, , , , 22, , 3
2016/5/22, , , , 20, , 4
2016/5/23, , , , 21, , 6
2016/5/24, , , , 28, , 3
2016/5/25, , , , 17, , 7
2016/5/26, , , , 33, , 7
2016/5/27, , , , 33, , 6
2016/5/28, , , , 23, , 5
2016/5/29, , , , 14, , 6
2016/5/30, , , , 22, , 6
2016/5/31, , , , 23, , 4
2016/6/1, , , , 23, , 4
2016/6/2, , , , 27, , 3
2016/6/3, , , , 26, , 3
2016/6/4, , , , 18, , 5
2016/6/5, , , , 17, , 4
2016/6/6, , , , 15, , 2
2016/6/7, , , , 11, , 3
2016/6/8, , , , 14, , 1
2016/6/9, , , , 15, , 3
2016/6/10, , , , 17, , 6
2016/6/11, , , , 30, , 
2016/6/14, , , , 19, , 7
2016/6/15, , , , 32, , 3
2016/6/16, , , , 19, , 4
2016/6/17, , , , 21, , 3
2016/6/18, , , , 19, , 2
2016/6/19, , , , 13, , 4
2016/6/20, , , , 22, , 3
2016/6/21, , , , 18, , 3
2016/6/22, , , , 12, , 3
2016/6/23, , , , 16, , 3
2016/6/24, , , , 18, , 3
2016/6/25, , , , 15, , 3
2016/6/26, , , , 13, , 3
2016/6/27, , , , 16, , 6
2016/6/28, , , , 20, , 5
2016/6/29, , , , 25, , 5
2016/6/30, , , , 26, , 5
2016/1/12, , , , 18, , 3
2016/1/13, , , , 18, , 4
2016/1/14, , , , 19, , 4
2016/1/15, , , , 22, , 6
2016/1/16, , , , 31, , 3
2016/1/17, , , , 18, , 7
2016/1/18, , , , 28, , 5
2016/1/19, , , , 23, , 5
2016/1/20, , , , 21, , 5
2016/1/21, , , , 24, , 7
2016/1/22, , , , 31, , 5
2016/1/23, , , , 22, , 5
2016/1/24, , , , 21, , 5
2016/1/25, , , , 24, , 4
2016/1/26, , , , 22, , 4
2016/1/27, , , , 21, , 4
2016/1/28, , , , 16, , 2
2016/1/29, , , , 15, , 3
2016/1/30, , , , 16, , 3
2016/1/31, , , , 12, , 3
2016/2/1, , , , 20, , 2
2016/2/2, , , , 15, , 3
2016/2/3, , , , 17, , 3
2016/2/4, , , , 16, , 2
2016/2/5, , , , 17, , 2
2016/2/6, , , , 15, , 2
2016/2/7, , , , 14, , 3
2016/2/8, , , , 16, , 2
2016/2/9, , , , 14, , 2
2016/2/10, , , , 16, , 2
2016/2/11, , , , 13, , 2
2016/2/12, , , , 20, , 3
2016/2/13, , , , 18, , 4
2016/2/14, , , , 16, , 3
2016/2/15, , , , 15, , 5
2016/2/16, , , , 22, , 3
2016/2/17, , , , 13, , 4
2016/2/18, , , , 25, , 4
2016/2/19, , , , 23, , 4
2016/2/20, , , , 23, , 6
2016/2/21, , , , 32, , 3
2016/2/22, , , , 17, , 3
2016/2/23, , , , 14, , 6
2016/2/24, , , , 27, , 5
2016/2/25, , , , 28, , 3
2016/2/26, , , , 19, , 3
2016/2/27, , , , 18, , 4
2016/2/28, , , , 17, , 4
2016/2/29, , , , 20, , 7
2016/3/1, , , , 30, , 2
2016/3/2, , , , 18, , 5
2016/3/3, , , , 19, , 7
2016/3/4, , , , 26, , 6
2016/3/5, , , , 21, , 4
2016/3/6, , , , 15, , 3
2016/3/7, , , , 13, , 3
2016/3/8, , , , 15, , 3
2016/3/9, , , , 20, , 7
2016/3/10, , , , 36, , 9
2016/3/11, , , , 41, , 5
2016/3/12, , , , 20, , 4
2016/3/13, , , , 15, , 5
2016/3/14, , , , 18, , 6
2016/3/15, , , , 27, , 2
2016/3/16, , , , 17, , 3
2016/3/17, , , , 16, , 4
2016/3/18, , , , 16, , 3
2016/3/19, , , , 15, , 4
2016/3/20, , , , 16, , 3
2016/3/21, , , , 18, , 6
2016/3/22, , , , 28, , 5
2016/3/23, , , , 24, , 7
2016/3/24, , , , 34, , 5
2016/3/25, , , , 27, , 5
2016/3/26, , , , 21, , 4
2016/3/27, , , , 19, , 7
2016/3/28, , , , 37, , 6
2016/3/29, , , , 32, , 3
2016/3/30, , , , 18, , 2
2016/3/31, , , , 22, , 3
2015/10/1, , , , 17, , 2
2015/10/2, , , , 13, , 3
2015/10/3, , , , 11, , 5
2015/10/4, , , , 20, , 3
2015/10/5, , , , 18, , 6
2015/10/6, , , , 18, , 4
2015/10/7, , , , 15, , 3
2015/10/8, , , , 14, , 3
2015/10/9, , , , 14, , 3
2015/10/10, , , , 12, , 3
2015/10/11, , , , 14, , 3
2015/10/12, , , , 16, , 4
2015/10/13, , , , 21, , 4
2015/10/14, , , , 22, , 4
2015/10/15, , , , 20, , 7
2015/10/16, , , , 24, , 4
2015/10/17, , , , 23, , 4
2015/10/18, , , , 21, , 6
2015/10/19, , , , 22, , 5
2015/10/20, , , , 21, , 3
2015/10/21, , , , 21, , 3
2015/10/22, , , , 18, , 3
2015/10/23, , , , 16, , 4
2015/10/24, , , , 12, , 8
2015/10/25, , , , 19, , 4
2015/10/26, , , , 15, , 3
2015/10/27, , , , 14, , 3
2015/10/28, , , , 13, , 3
2015/10/29, , , , 16, , 4
2015/10/30, , , , 18, , 4
2015/10/31, , , , 19, , 3
2015/11/1, , , , 16, , 4
2015/11/2, , , , 16, , 2
2015/11/3, , , , 14, , 2
2015/11/4, , , , 15, , 2
2015/11/5, , , , 13, , 5
2015/11/6, , , , 21, , 6
2015/11/7, , , , 22, , 2
2015/11/8, , , , 14, , 8
2015/11/9, , , , 26, , 7
2015/11/10, , , , 16, , 6
2015/11/11, , , , 12, , 5
2015/11/12, , , , 11, , 5
2015/11/13, , , , 16, , 4
2015/11/14, , , , 16, , 5
2015/11/15, , , , 16, , 5
2015/11/16, , , , 15, , 6
2015/11/17, , , , 15, , 4
2015/11/18, , , , 16, , 4
2015/11/19, , , , 13, , 4
2015/11/20, , , , 20, , 3
2015/11/21, , , , 16, , 7
2015/11/22, , , , 21, , 4
2015/11/23, , , , 18, , 3
2015/11/24, , , , 15, , 4
2015/11/25, , , , 21, , 6
2015/11/26, , , , 25, , 3
2015/11/27, , , , 17, , 4
2015/11/28, , , , 16, , 4
2015/11/29, , , , 21, , 3
2015/11/30, , , , 15, , 3
2015/12/1, , , , 16, , 2
2015/12/2, , , , 14, , 5
2015/12/3, , , , 26, , 4
2015/12/4, , , , 14, , 2
2015/12/5, , , , 14, , 2
2015/12/6, , , , 12, , 2
2015/12/7, , , , 10, , 3
2015/12/8, , , , 11, , 3
2015/12/9, , , , 17, , 3
2015/12/10, , , , 14, , 3
2015/12/11, , , , 16, , 4
2015/12/12, , , , 13, , 4
2015/12/13, , , , 14, , 7
2015/12/14, , , , 26, , 6
2015/12/15, , , , 26, , 3
2015/12/16, , , , 17, , 4
2015/12/17, , , , 19, , 5
2015/12/18, , , , 26, , 4
2015/12/19, , , , 17, , 2
2015/12/20, , , , 16, , 2
2015/12/21, , , , 14, , 3
2015/12/22, , , , 16, , 
2015/7/1, , , , 24, , 2
2015/7/2, , , , 19, , 2
2015/7/3, , , , 13, , 1
2015/7/4, , , , 12, , 2
2015/7/5, , , , 13, , 3
2015/7/6, , , , 14, , 2
2015/7/7, , , , 18, , 3
2015/7/8, , , , 16, , 3
2015/7/9, , , , 22, , 3
2015/7/10, , , , 19, , 2
2015/7/11, , , , 13, , 1
2015/7/12, , , , 8, , 
2015/7/13, , , , 11, , 
2015/7/14, , , , 16, , 11
2015/7/15, , , , 22, , 8
2015/7/16, , , , 27, , 6
2015/7/17, , , , 24, , 5
2015/7/18, , , , 18, , 5
2015/7/19, , , , 17, , 5
2015/7/20, , , , 24, , 3
2015/7/21, , , , 12, , 3
2015/7/22, , , , 14, , 4
2015/7/23, , , , 13, , 4
2015/7/24, , , , 18, , 4
2015/7/25, , , , 18, , 5
2015/7/26, , , , 20, , 6
2015/7/27, , , , 26, , 5
2015/7/28, , , , 24, , 4
2015/7/29, , , , 14, , 4
2015/7/30, , , , 16, , 3
2015/7/31, , , , 14, , 3
2015/8/1, , , , 15, , 2
2015/8/2, , , , 12, , 3
2015/8/3, , , , 16, , 5
2015/8/4, , , , 20, , 5
2015/8/5, , , , 22, , 5
2015/8/6, , , , 19, , 6
2015/8/7, , , , 22, , 4
2015/8/8, , , , 15, , 6
2015/8/9, , , , 19, , 6
2015/8/10, , , , 21, , 7
2015/8/11, , , , 25, , 
2015/8/16, , , , 13, , 4
2015/8/17, , , , 12, , 5
2015/8/18, , , , 15, , 4
2015/8/19, , , , 14, , 
2015/8/28, , , , 21, , 3
2015/8/29, , , , 13, , 2
2015/8/30, , , , 9, , 3
2015/8/31, , , , 14, , 4
2015/9/1, , , , 16, , 5
2015/9/2, , , , 27, , 10
2015/9/3, , , , 30, , 8
2015/9/4, , , , 23, , 8
2015/9/5, , , , 20, , 6
2015/9/6, , , , 18, , 4
2015/9/7, , , , 14, , 3
2015/9/8, , , , 13, , 4
2015/9/9, , , , 16, , 5
2015/9/10, , , , 16, , 5
2015/9/11, , , , 17, , 7
2015/9/12, , , , 21, , 8
2015/9/13, , , , 24, , 10
2015/9/14, , , , 29, , 10
2015/9/15, , , , 32, , 14
2015/9/16, , , , 39, , 4
2015/9/17, , , , 28, , 4
2015/9/18, , , , 21, , 3
2015/9/19, , , , 16, , 6
2015/9/20, , , , 26, , 5
2015/9/21, , , , 22, , 7
2015/9/22, , , , 27, , 9
2015/9/23, , , , 32, , 13
2015/9/24, , , , 38, , 12
2015/9/25, , , , 39, , 6
2015/9/26, , , , 29, , 5
2015/9/27, , , , 27, , 3
2015/9/28, , , , 16, , 5
2015/9/29, , , , 17, , 4
2015/9/30, , , , 15, , 3
2015/4/1, , , , 14, , 2
2015/4/2, , , , 16, , 6
2015/4/3, , , , 27, , 5
2015/4/4, , , , 24, , 5
2015/4/5, , , , 24, , 3
2015/4/6, , , , 22, , 3
2015/4/7, , , , 23, , 4
2015/4/8, , , , 29, , 2
2015/4/9, , , , 14, , 3
2015/4/10, , , , 19, , 2
2015/4/11, , , , 20, , 3
2015/4/12, , , , 25, , 2
2015/4/13, , , , 15, , 2
2015/4/14, , , , 17, , 2
2015/4/15, , , , 15, , 1
2015/4/16, , , , 17, , 2
2015/4/17, , , , 16, , 3
2015/4/18, , , , 22, , 2
2015/4/19, , , , 15, , 2
2015/4/20, , , , 16, , 2
2015/4/21, , , , 17, , 3
2015/4/22, , , , 18, , 2
2015/4/23, , , , 16, , 2
2015/4/24, , , , 19, , 2
2015/4/25, , , , 16, , 4
2015/4/26, , , , 28, , 4
2015/4/27, , , , 34, , 4
2015/4/28, , , , 32, , 3
2015/4/29, , , , 28, , 3
2015/4/30, , , , 21, , 4
2015/5/1, , , , 20, , 2
2015/5/2, , , , 16, , 2
2015/5/3, , , , 19, , 1
2015/5/4, , , , 12, , 4
2015/5/5, , , , 22, , 5
2015/5/12, , , , 14, , 4
2015/5/13, , , , 17, , 2
2015/5/14, , , , 10, , 5
2015/5/15, , , , 19, , 3
2015/5/16, , , , 9, , 1
2015/5/17, , , , 5, , 2
2015/5/18, , , , 7, , 1
2015/5/19, , , , 7, , 3
2015/5/20, , , , 8, , 6
2015/5/21, , , , 22, , 3
2015/5/22, , , , 29, , 3
2015/5/23, , , , 22, , 3
2015/5/24, , , , 22, , 4
2015/5/25, , , , 26, , 3
2015/5/26, , , , 29, , 3
2015/5/27, , , , 29, , 4
2015/5/28, , , , 32, , 5
2015/5/29, , , , 29, , 3
2015/5/30, , , , 19, , 1
2015/5/31, , , , 11, , 2
2015/6/1, , , , 13, , 2
2015/6/2, , , , 17, , 2
2015/6/3, , , , 25, , 2
2015/6/4, , , , 17, , 2
2015/6/5, , , , 13, , 1
2015/6/6, , , , 16, , 4
2015/6/7, , , , 21, , 2
2015/6/8, , , , 14, , 2
2015/6/9, , , , 19, , 2
2015/6/10, , , , 19, , 2
2015/6/11, , , , 19, , 1
2015/6/12, , , , 12, , 1
2015/6/13, , , , 16, , 1
2015/6/14, , , , 11, , 2
2015/6/15, , , , 16, , 4
2015/6/16, , , , 21, , 4
2015/6/17, , , , 19, , 4
2015/6/18, , , , 20, , 4
2015/6/19, , , , 26, , 3
2015/6/20, , , , 19, , 2
2015/6/21, , , , 12, , 4
2015/6/22, , , , 21, , 4
2015/6/23, , , , 22, , 4
2015/6/24, , , , 35, , 4
2015/6/25, , , , 31, , 4
2015/6/26, , , , 20, , 4
2015/6/27, , , , 19, , 4
2015/6/28, , , , 14, , 4
2015/6/29, , , , 19, , 3
2015/6/30, , , , 21, , 4
2015/1/1, , , , 16, , 
2015/1/6, , , , 15, , 
2015/1/11, , , , 18, , 2
2015/1/12, , , , 15, , 3
2015/1/13, , , , 17, , 3
2015/1/14, , , , 18, , 3
2015/1/15, , , , 19, , 3
2015/1/16, , , , 20, , 2
2015/1/17, , , , 12, , 3
2015/1/18, , , , 13, , 4
2015/1/19, , , , 23, , 6
2015/1/20, , , , 24, , 8
2015/1/21, , , , 34, , 9
2015/1/22, , , , 37, , 3
2015/1/23, , , , 25, , 2
2015/1/24, , , , 22, , 4
2015/1/25, , , , 20, , 3
2015/1/26, , , , 26, , 3
2015/1/27, , , , 26, , 3
2015/1/28, , , , 22, , 2
2015/1/29, , , , 20, , 2
2015/1/30, , , , 20, , 4
2015/1/31, , , , 20, , 3
2015/2/1, , , , 15, , 5
2015/2/2, , , , 30, , 7
2015/2/3, , , , 31, , 4
2015/2/4, , , , 19, , 3
2015/2/5, , , , 19, , 3
2015/2/6, , , , 20, , 
2015/2/8, , , , 13, , 3
2015/2/9, , , , 18, , 4
2015/2/10, , , , 27, , 3
2015/2/11, , , , 21, , 3
2015/2/12, , , , 20, , 3
2015/2/13, , , , 19, , 
2015/2/16, , , , 22, , 3
2015/2/17, , , , 26, , 3
