date, pm25, pm10, o3, no2, so2, co
2021/11/3, 49, 16, 17, 14, , 1
2021/11/4, 22, 20, 14, 17, , 2
2021/11/5, 39, 12, 20, 10, , 1
2021/11/6, 9, 10, 32, 11, , 1
2021/11/7, 8, 9, 24, 13, , 1
2021/11/8, 15, 18, 27, 13, , 2
2021/11/9, 16, 30, 31, 18, , 2
2021/11/10, 18, 15, 17, 17, , 2
2021/11/11, 15, 17, 14, 16, , 2
2021/11/12, 26, 8, 23, 14, , 2
2021/11/13, 12, 22, 20, 16, , 3
2021/11/14, 17, 20, 26, 15, , 1
2021/11/15, 14, 30, 23, 15, , 1
2021/11/16, 12, 34, 19, 18, , 3
2021/11/17, 20, 31, 19, 13, , 2
2021/11/18, 36, 18, 6, 16, , 3
2021/11/19, 33, 5, 21, 13, , 3
2021/11/20, 11, 11, 25, 18, , 2
2021/11/21, 9, 25, 25, 14, , 2
2021/11/22, 13, 41, 20, 22, , 3
2021/11/23, 17, 27, 13, 18, , 2
2021/11/24, 17, 10, 19, 19, , 2
2021/11/25, 26, 16, 24, 12, , 2
2021/11/26, 23, 22, 9, 16, , 2
2021/11/27, 29, 12, 14, 15, , 2
2021/11/28, 19, 24, 10, 18, , 4
2021/11/29, 48, 5, 14, 10, , 2
2021/11/30, 15, 8, 26, 16, , 2
2021/12/1, 15, 8, 27, 20, , 2
2021/12/2, 16, 15, 9, 18, , 3
2021/12/3, 23, 9, 24, 16, , 2
2021/12/4, 13, 18, 10, 23, , 3
2021/12/5, 28, 29, , 20, , 4
2021/12/6, 47, 15, , 19, , 3
2021/12/7, 30, 19, , 17, , 3
2021/12/8, 39, 20, , 22, , 4
2021/12/9, 33, 30, , 30, , 7
2021/12/10, 51, 24, , 25, , 5
2021/12/11, 46, 27, , 19, , 4
2021/12/12, 53, 25, , 19, , 4
2021/12/13, 43, 30, , 21, , 5
2021/12/14, 48, 27, , 21, , 3
2021/12/15, 42, 7, , 17, , 2
2021/12/16, 11, 10, , 23, , 3
2021/12/17, 11, 8, , 20, , 2
2021/12/18, 11, 8, , 18, , 2
2021/12/19, 10, 8, , 14, , 2
2021/12/20, 15, 12, , 22, , 2
2021/12/21, 20, 14, , 24, , 3
2021/12/22, 25, 11, , 26, , 2
2021/12/23, 20, 10, , 21, , 2
2021/12/24, 18, 16, , 20, , 2
2021/12/25, 31, 8, , 16, , 1
2021/12/26, 11, 11, , 19, , 2
2021/12/27, 19, 16, , 25, , 3
2021/12/28, 25, 39, , 31, , 7
2021/12/29, 62, 31, , 27, , 4
2021/12/30, 53, 18, , 20, , 2
2021/12/31, 34, 21, , 14, , 3
2022/1/1, 38, , , , , 
2021/7/1, 37, 20, , 12, , 3
2021/7/2, 31, 19, , 14, , 3
2021/7/3, 32, 24, , 15, , 4
2021/7/4, 41, 27, , 23, 1, 4
2021/7/5, 46, 29, , 27, 1, 4
2021/7/6, 52, 33, 40, 34, , 4
2021/7/7, 56, 31, 99, , , 4
2021/7/8, 55, 33, 61, , , 4
2021/7/9, 60, 30, 56, , , 3
2021/7/10, 54, 27, 46, , , 3
2021/7/11, 53, 26, 45, , 1, 3
2021/7/12, 53, 31, , , , 4
2021/7/13, 56, 41, , , , 4
2021/7/14, 70, 39, , , , 7
2021/7/15, 72, 32, 50, , , 5
2021/7/16, 59, 34, 43, , , 4
2021/7/17, 63, 28, 58, , , 3
2021/7/18, 57, 23, 32, , , 3
2021/7/19, 52, 20, 33, , , 3
2021/7/20, 41, 19, 32, 18, , 2
2021/7/21, 32, 14, 28, 12, , 2
2021/7/22, 27, 17, 27, 15, , 1
2021/7/23, 25, 16, 25, 15, , 2
2021/7/24, 34, 23, 34, 21, , 4
2021/7/25, 44, 23, 41, 23, , 3
2021/7/26, 44, 33, 57, 31, , 5
2021/7/27, 52, 31, 23, 31, , 4
2021/7/28, 61, 20, 35, 19, , 4
2021/7/29, 51, 26, 26, 32, , 6
2021/7/30, 61, 22, 44, 16, , 2
2021/7/31, 36, 29, 36, 21, , 3
2021/8/1, 56, 30, 37, 25, , 4
2021/8/2, 64, 18, 33, 14, , 2
2021/8/3, 36, 24, 32, 22, , 3
2021/8/4, 35, 24, 20, 29, , 7
2021/8/5, 48, 36, 23, 33, , 8
2021/8/6, 76, 33, 22, 29, , 8
2021/8/7, 67, 38, 20, 29, , 6
2021/8/8, 64, 54, 72, 42, , 13
2021/8/9, 84, 49, 28, 34, , 8
2021/8/10, 83, 30, 14, 32, , 8
2021/8/11, 81, 27, 20, 26, , 7
2021/8/12, 74, 20, 26, 16, , 5
2021/8/13, 33, 22, 39, 18, , 
2021/8/14, 40, 24, 45, 19, , 
2021/8/15, 42, 26, 46, 21, , 
2021/8/16, 51, 41, 52, 34, , 6
2021/8/17, 66, 41, 52, 29, , 6
2021/8/18, 71, 29, 24, 23, , 3
2021/8/19, 56, 29, 37, 23, , 3
2021/8/20, 45, 29, 21, 18, , 5
2021/8/21, 39, 17, 29, 15, , 4
2021/8/22, 38, 17, 28, 18, , 3
2021/8/23, 30, 19, 27, 19, , 2
2021/8/24, 30, 23, 21, 23, , 3
2021/8/25, 40, 25, 16, 26, , 6
2021/8/26, 65, 38, 28, 25, , 9
2021/8/27, 71, 27, 27, 21, , 6
2021/8/28, 39, 29, 27, 24, 1, 5
2021/8/29, 52, 40, 8, 32, , 8
2021/8/30, 79, 36, 26, 25, , 6
2021/8/31, 69, 27, 19, 25, , 5
2021/9/1, 58, 13, 16, 16, , 4
2021/9/2, 24, , 17, 16, , 4
2021/9/3, 24, , 18, 10, , 4
2021/9/4, 23, , 15, 13, , 4
2021/9/5, 25, , 27, 16, , 4
2021/9/6, 31, , 14, 17, , 5
2021/9/7, 34, , 21, 16, , 2
2021/9/8, 36, , 27, 16, , 3
2021/9/9, 49, , 16, 16, , 4
2021/9/10, 43, , 6, 21, , 7
2021/9/11, 53, , 19, 26, , 5
2021/9/12, 71, , 32, 24, , 3
2021/9/13, 64, 16, 24, 14, , 3
2021/9/14, 23, 13, 20, 14, , 2
2021/9/15, 26, 11, 15, 14, , 3
2021/9/16, 25, 9, 15, 19, , 4
2021/9/17, 34, 5, 16, 19, , 8
2021/9/18, 40, 10, 16, 17, , 6
2021/9/19, 31, 4, 17, 17, , 5
2021/9/20, 25, 5, 21, 19, , 7
2021/9/21, 23, 4, 7, 16, , 5
2021/9/22, 27, 7, , 16, , 5
2021/9/23, 43, 5, 6, 11, , 3
2021/9/24, 31, 8, 4, 14, , 3
2021/9/25, 44, 1, 9, 9, , 3
2021/9/26, 22, 6, 11, 11, , 4
2021/9/27, 43, 7, 15, 15, , 4
2021/9/28, 39, 10, 15, 14, , 4
2021/9/29, 54, 7, 12, 14, , 4
2021/9/30, 38, 12, 3, 17, , 4
2021/4/1, 26, 26, 25, 28, , 4
2021/4/2, 32, 55, 26, 33, , 4
2021/4/3, 50, 54, 30, 24, , 3
2021/4/4, 43, 41, 32, 19, , 2
2021/4/5, 34, 39, 35, 21, , 3
2021/4/6, 44, 40, 28, 23, , 2
2021/4/7, 62, 15, 22, 23, , 2
2021/4/8, 44, 34, 27, 17, , 2
2021/4/9, 41, 44, 35, 24, , 2
2021/4/10, 42, 53, 43, 28, , 3
2021/4/11, 64, 105, 37, 44, , 7
2021/4/12, 100, 66, 31, 26, 1, 3
2021/4/13, 87, 72, 35, 31, 1, 4
2021/4/14, 115, 93, 32, 38, 2, 6
2021/4/15, 127, 62, 34, 23, , 4
2021/4/16, 67, 60, 39, 24, 1, 3
2021/4/17, 62, 48, 34, 21, 1, 1
2021/4/18, 53, 53, 32, 22, , 2
2021/4/19, 57, 45, 31, 25, , 4
2021/4/20, 52, 14, 24, 22, , 3
2021/4/21, 30, 27, 35, 19, , 2
2021/4/22, 46, 25, 30, 30, , 2
2021/4/23, 47, 9, 27, 21, , 3
2021/4/24, 23, 12, 27, 11, , 2
2021/4/25, 20, 19, 26, 13, , 3
2021/4/26, 27, 19, 15, 26, , 4
2021/4/27, 38, 15, 21, 18, , 2
2021/4/28, 27, 16, 34, 20, , 1
2021/4/29, 26, 30, 34, 28, , 2
2021/4/30, 50, 15, 39, 15, , 1
2021/5/1, 35, 29, 38, 25, , 2
2021/5/2, 48, 15, 30, 18, , 2
2021/5/3, 37, 10, 32, 11, , 1
2021/5/4, 14, 14, 37, 18, , 3
2021/5/5, 24, 30, 35, 25, , 3
2021/5/6, 56, 14, 39, 15, , 2
2021/5/7, 25, 16, 21, 25, , 3
2021/5/8, 36, 11, 27, 14, , 3
2021/5/9, 30, 22, 40, 20, , 2
2021/5/10, 36, 34, 37, 31, 1, 4
2021/5/11, 51, 46, 31, 31, , 5
2021/5/12, 70, 22, 33, 20, , 2
2021/5/13, 43, 25, 35, 31, , 4
2021/5/14, 49, 38, 40, 24, , 3
2021/5/15, 58, 18, 40, 17, , 2
2021/5/16, 40, 41, 46, 36, 1, 5
2021/5/17, 65, 49, 39, 28, 2, 4
2021/5/18, 73, 37, 40, 20, 1, 3
2021/5/19, 58, 28, 28, 22, 1, 3
2021/5/20, 51, 12, 25, 15, , 2
2021/5/21, 34, , 42, 18, , 2
2021/5/22, 44, , 48, 20, , 2
2021/5/23, 43, 20, 35, 13, , 1
2021/5/24, 32, 25, 37, 21, 1, 3
2021/5/25, 39, 38, 40, 29, , 4
2021/5/26, 50, 30, 23, 25, , 2
2021/5/27, 56, 35, 23, 27, , 3
2021/5/28, 65, 34, 26, 25, , 5
2021/5/29, 63, 31, 29, 15, , 2
2021/5/30, 41, 58, 21, 18, , 3
2021/5/31, 68, 75, 31, 21, , 4
2021/6/1, 75, 50, 31, 25, , 3
2021/6/2, 57, 32, 33, 21, , 3
2021/6/3, 46, 43, 31, 22, , 3
2021/6/4, 50, 33, 39, 24, , 3
2021/6/5, 46, 33, 32, 23, , 3
2021/6/6, 54, 50, 35, 25, , 4
2021/6/7, 63, 34, , 27, , 4
2021/6/8, 59, 32, , 18, , 4
2021/6/9, 57, 25, , 18, , 4
2021/6/10, 53, 20, , 22, , 5
2021/6/11, 56, 24, , 24, , 6
2021/6/12, 56, 22, , 20, , 4
2021/6/13, 45, 19, , 19, , 3
2021/6/14, 46, 30, , 31, , 7
2021/6/15, 59, 21, , 18, , 2
2021/6/16, 45, 26, , 23, , 4
2021/6/17, 47, 29, , 24, 1, 4
2021/6/18, 58, 26, , 22, , 3
2021/6/19, 49, 27, , 22, , 3
2021/6/20, 53, 29, , 24, , 4
2021/6/21, 56, 47, , 33, , 5
2021/6/22, 72, 58, , 37, , 6
2021/6/23, 82, 52, , 34, , 4
2021/6/24, 83, 43, , 32, , 5
2021/6/25, 73, 33, , 25, , 3
2021/6/26, 56, 40, , 31, , 4
2021/6/27, 70, 33, , 28, , 5
2021/6/28, 62, 14, , 11, , 2
2021/6/29, 29, 12, , 11, , 2
2021/6/30, 26, 17, , 14, , 4
2021/1/4, 56, 27, 9, 26, , 2
2021/1/5, 69, 17, 17, 28, , 3
2021/1/6, 54, 30, 11, 25, , 3
2021/1/7, 68, 36, 2, 21, , 3
2021/1/8, 74, 29, 2, 21, , 3
2021/1/9, 67, 22, 3, 21, , 1
2021/1/10, 60, 28, 1, 26, , 2
2021/1/11, 73, 36, 1, 26, , 4
2021/1/12, 86, 31, 10, 30, , 4
2021/1/13, 77, 19, 11, 27, , 2
2021/1/14, 51, 33, 1, 34, 1, 4
2021/1/15, 83, 25, 5, 21, , 2
2021/1/16, 68, 24, 8, 24, , 
2021/1/17, 65, 48, 2, 48, 1, 10
2021/1/18, 113, 46, 1, 41, 1, 5
2021/1/19, 107, 20, 4, 32, , 3
2021/1/20, 57, 17, 10, 29, , 3
2021/1/21, 48, 54, 6, 31, , 4
2021/1/22, 126, 36, 4, 25, , 2
2021/1/23, 68, 22, 9, 21, , 2
2021/1/24, 19, 20, 19, 19, , 1
2021/1/25, 18, 17, 15, 21, , 1
2021/1/26, 20, 12, 18, 14, , 
2021/1/27, 13, 23, 10, 27, , 5
2021/1/28, 26, 10, 13, 17, , 3
2021/1/29, 37, 12, 18, 15, , 1
2021/1/30, 39, 22, 17, 22, , 3
2021/1/31, 53, 10, 20, 17, , 2
2021/2/1, 32, 22, 4, 34, , 5
2021/2/2, 58, 32, 3, 41, , 5
2021/2/3, 82, 31, 12, 24, , 3
2021/2/4, 70, 14, 14, 17, , 1
2021/2/5, 44, 14, 22, 14, , 2
2021/2/6, 43, 11, 22, 18, , 1
2021/2/7, 37, 14, 21, 30, , 3
2021/2/8, 43, 37, 14, 48, , 6
2021/2/9, 79, 25, 18, 36, , 5
2021/2/11, 71, 26, 16, 30, , 4
2021/2/12, 68, 16, 21, 24, , 2
2021/2/13, 43, 9, 24, 19, , 2
2021/2/14, 26, 13, 18, 29, , 4
2021/2/15, 38, 28, 18, 29, , 3
2021/2/16, 43, 18, 20, 28, , 3
2021/2/17, 43, 33, 11, 30, , 2
2021/2/18, 76, 17, 15, 30, , 3
2021/2/19, 51, 24, 9, 40, , 4
2021/2/20, 63, 40, 11, 40, , 4
2021/2/21, 91, 38, 14, 27, , 3
2021/2/22, 88, 21, 15, 28, 1, 3
2021/2/23, 61, 21, 15, 29, , 2
2021/2/24, 56, 31, 11, 26, , 5
2021/2/25, 52, 20, 24, 23, , 3
2021/2/26, 40, 12, 25, 16, , 2
2021/2/27, 26, 15, 16, 26, , 3
2021/2/28, 38, 15, 23, 25, , 2
2021/3/1, 39, 7, 27, 17, , 1
2021/3/2, 17, 13, 29, 20, , 1
2021/3/3, 17, 12, 30, 21, , 3
2021/3/4, 16, 38, 25, 24, , 2
2021/3/5, 39, 41, 24, 26, , 2
2021/3/6, 44, 16, 26, 19, , 1
2021/3/7, 16, 11, 29, 17, , 1
2021/3/8, 25, 18, 24, 22, , 3
2021/3/9, 50, 27, 25, 24, , 2
2021/3/10, 58, 35, 20, 36, , 3
2021/3/11, 52, 28, 25, 24, , 4
2021/3/12, 42, 21, 22, 24, , 
2021/3/13, 45, 23, 26, 21, , 
2021/3/14, 60, 18, 29, 22, , 3
2021/3/15, 54, 31, 13, 29, , 5
2021/3/16, 72, 62, 15, 33, , 3
2021/3/17, 77, 91, 12, 32, , 2
2021/3/18, 117, 21, 19, 22, , 2
2021/3/19, 33, 32, 27, 21, , 2
2021/3/20, 33, 18, 28, 15, , 1
2021/3/21, 21, 12, 23, 19, , 2
2021/3/22, 29, 34, 27, 24, , 2
2021/3/23, 35, 51, 24, 33, , 4
2021/3/24, 50, 58, 24, 32, , 4
2021/3/25, 45, 50, 20, 34, , 4
2021/3/26, 54, 39, 34, 28, , 2
2021/3/27, 50, 71, 32, 36, , 4
2021/3/28, 77, 53, 29, 30, 2, 2
2021/3/29, 56, 44, 37, 17, 1, 1
2021/3/30, 42, 15, 32, 19, , 2
2021/3/31, 30, 12, 15, 19, , 4
2020/10/1, 54, 50, 17, , , 
2020/10/2, 57, 54, 11, , , 
2020/10/3, 66, 48, 17, , , 
2020/10/4, 66, 45, 16, , , 
2020/10/5, 68, 52, 13, , , 
2020/10/6, 70, 51, 9, , , 
2020/10/7, 63, 53, 11, , , 
2020/10/8, 64, 47, 3, , , 
2020/10/9, 59, 52, 1, , , 
2020/10/10, 70, 91, 4, , , 
2020/10/11, 85, 86, 1, , , 
2020/10/12, 78, 65, 9, , , 
2020/10/13, 69, 65, 4, , , 
2020/10/14, 76, 38, 14, , , 
2020/10/15, 51, 17, 11, , , 
2020/10/16, 37, 29, 5, , , 
2020/10/17, 38, 11, 11, , , 2
2020/10/18, 24, 10, 12, , , 3
2020/10/19, 26, 10, 13, , , 2
2020/10/20, 23, 15, 2, , , 3
2020/10/21, 25, 19, 4, , , 2
2020/10/22, 43, 17, 13, , , 1
2020/10/23, 37, 18, 15, , , 1
2020/10/24, 29, 24, 10, , , 2
2020/10/25, 34, 32, 9, , , 2
2020/10/26, 35, 32, 6, , , 2
2020/10/27, 50, 33, 6, , , 2
2020/10/28, 54, 40, 8, , , 2
2020/10/29, 56, 48, 1, , , 5
2020/10/30, 71, 74, 1, , , 8
2020/10/31, 101, 44, 10, , , 3
2020/11/1, 57, 37, 1, , , 4
2020/11/2, 48, 36, 1, , , 2
2020/11/3, 66, 30, 3, , , 1
2020/11/4, 51, 19, 13, , , 1
2020/11/5, 24, 14, 16, , , 1
2020/11/6, 19, 26, 20, , , 2
2020/11/7, 30, 12, , , , 1
2020/11/8, 16, 29, 13, , , 3
2020/11/9, 30, 27, 16, , , 2
2020/11/10, 30, 38, 14, , , 1
2020/11/11, 46, 51, 10, , , 3
2020/11/12, 56, 49, 6, , , 3
2020/11/13, 49, 63, 3, , , 5
2020/11/14, 73, 33, 7, , , 3
2020/11/15, 57, 21, 9, , , 1
2020/11/16, 44, 26, 7, , , 1
2020/11/17, 49, 26, 13, , , 1
2020/11/18, 44, 13, 12, , , 1
2020/11/19, 28, 17, 17, , , 2
2020/11/20, 51, 17, 12, , , 2
2020/11/21, 42, 7, 18, , , 1
2020/11/22, 18, 14, 11, , , 3
2020/11/23, 31, 12, 9, , , 1
2020/11/24, 21, 19, 11, , , 1
2020/11/25, 33, 30, 10, , , 2
2020/11/26, 35, 20, 11, , , 1
2020/11/27, 44, 30, 2, , , 4
2020/11/28, 72, 29, 5, , , 2
2020/11/29, 54, 10, 10, , , 
2020/11/30, 27, 16, 4, , , 2
2020/12/1, 48, 42, 2, , 1, 3
2020/12/2, 72, 39, 7, , 1, 3
2020/12/3, 72, 24, 7, , 1, 2
2020/12/4, 60, 30, 6, , 1, 2
2020/12/5, 70, 36, 1, , 1, 4
2020/12/6, 70, 39, 1, , 1, 4
2020/12/7, 80, 49, 1, , 4, 8
2020/12/8, 103, 46, 1, 50, 1, 6
2020/12/9, 83, 35, 2, 47, 1, 5
2020/12/10, 68, 36, 2, 36, 1, 3
2020/12/11, 77, 46, 1, 34, 1, 3
2020/12/12, 96, 27, 7, 28, , 1
2020/12/13, 63, 22, 8, 23, , 3
2020/12/14, 56, 41, 1, 30, , 5
2020/12/15, 85, 35, 4, 22, , 2
2020/12/16, 76, 14, 5, 21, , 2
2020/12/17, 26, 10, 5, 19, , 2
2020/12/18, 32, 16, 3, 20, , 2
2020/12/19, 48, 24, 1, 18, , 3
2020/12/20, 67, 12, 4, 18, , 2
2020/12/21, 35, 12, 11, 20, , 2
2020/12/22, 37, 13, 15, 21, , 1
2020/12/23, 28, 23, 7, 27, , 2
2020/12/24, 63, 18, 8, 25, , 1
2020/12/25, 56, 23, 4, 23, , 2
2020/12/26, 49, 16, 9, 16, , 1
2020/12/27, 43, 22, 2, 31, , 3
2020/12/28, 58, 22, 4, 27, , 3
2020/12/29, 60, 25, 8, 23, , 3
2020/12/30, 62, 28, 8, 21, , 2
2020/12/31, 72, 26, 12, 16, , 2
2021/1/1, 72, 22, 16, 17, , 2
2021/1/2, 62, 12, 16, 20, , 1
2021/1/3, 29, 21, 16, 21, , 1
2020/7/1, 43, 34, 15, 22, 1, 3
2020/7/2, 68, 26, 15, 21, , 3
2020/7/3, 60, 18, 13, 20, 1, 1
2020/7/4, 38, , 12, 15, , 2
2020/7/7, 61, 40, , 19, , 3
2020/7/8, 59, 15, , 11, , 1
2020/7/9, 32, 19, 32, 13, 1, 1
2020/7/10, 41, 24, 44, 14, , 1
2020/7/11, 46, 29, 49, 14, , 2
2020/7/12, 54, 35, 15, 14, 1, 2
2020/7/13, 57, 30, , 11, 1, 2
2020/7/14, 43, 17, 5, 14, 1, 3
2020/7/15, 28, 10, 9, 9, , 1
2020/7/16, 30, 16, 18, 9, , 
2020/7/17, 36, 22, 10, 11, , 
2020/7/18, 44, 25, 28, 12, 1, 
2020/7/19, 31, 27, 28, 16, 1, 2
2020/7/20, 45, 19, 17, 15, 2, 2
2020/7/21, 38, 21, 25, 13, 1, 1
2020/7/22, 39, 18, 22, 10, , 1
2020/7/23, 33, 23, 15, , , 2
2020/7/24, 50, 29, 20, , , 3
2020/7/25, 47, 36, 19, , , 3
2020/7/26, 63, 40, 17, 31, , 3
2020/7/27, 75, 47, 35, 27, , 
2020/7/28, 74, 39, 31, 22, , 
2020/7/29, 65, 19, 20, 13, , 
2020/7/30, 36, 15, 13, 12, , 
2020/7/31, 25, 24, 7, 17, , 
2020/8/1, 47, 25, 14, 9, , 
2020/8/2, 45, 23, 19, 15, , 
2020/8/3, 48, 28, 24, 18, , 
2020/8/4, 51, 38, 32, 21, , 
2020/8/5, 64, 52, 28, 27, , 
2020/8/6, 80, 34, 19, 15, , 
2020/8/7, 55, 30, 22, 16, , 
2020/8/8, 48, 27, 18, 13, , 
2020/8/9, 40, 30, 22, 16, , 
2020/8/10, 60, 24, 14, 15, , 
2020/8/11, 32, 19, 5, 12, , 
2020/8/12, 43, 11, 2, 9, , 
2020/8/13, 12, 19, 11, 11, , 
2020/8/14, 31, 24, 15, 13, , 
2020/8/15, 47, 24, 19, 13, , 
2020/8/16, 47, 31, 15, 21, , 
2020/8/17, 58, 34, 18, 26, , 
2020/8/18, 41, 49, 18, 27, , 
2020/8/19, 54, 38, 18, 22, , 
2020/8/20, 43, 45, 17, 21, , 
2020/8/21, 43, 32, 23, 20, , 
2020/8/22, 43, 33, 30, 20, , 
2020/8/23, 53, 38, 22, 16, , 
2020/8/24, 46, 27, 20, 18, , 
2020/8/25, 36, 26, 8, 22, , 
2020/8/26, 66, 18, 13, 19, , 
2020/8/27, 31, 19, 6, 22, , 
2020/8/28, 48, 11, 14, , , 
2020/8/30, 45, 32, 30, 18, , 
2020/8/31, 43, 51, 22, 12, , 
2020/9/1, 45, 14, 15, 25, , 
2020/9/2, 20, 24, 16, 7, , 2
2020/9/3, 24, 41, 10, , 1, 
2020/9/4, 42, 48, 9, , 1, 
2020/9/5, 56, 50, 26, , 1, 
2020/9/6, 64, 55, 21, , , 
2020/9/7, 78, 48, 11, , , 
2020/9/8, 73, 32, 8, , , 
2020/9/9, 56, 15, 11, , , 
2020/9/10, 38, 19, 11, , , 
2020/9/11, 78, 21, 18, , , 
2020/9/12, 50, 21, 19, , , 
2020/9/13, 37, 19, 13, , , 
2020/9/14, 74, 18, 12, , , 
2020/9/15, 67, 23, 12, , , 
2020/9/16, 60, 24, 17, , , 
2020/9/17, 37, 10, 7, , , 
2020/9/18, 56, 11, 11, , , 
2020/9/19, 60, 15, 16, , , 
2020/9/20, 53, 17, 10, , , 
2020/9/21, 77, 18, 21, , , 
2020/9/22, 61, 34, 23, , , 
2020/9/23, 82, 65, 26, , , 
2020/9/24, 91, 63, 12, , , 
2020/9/25, 84, 45, 10, , , 
2020/9/26, 53, 46, 13, , , 
2020/9/27, 45, 45, 4, , , 
2020/9/28, 53, 53, 7, , , 
2020/9/29, 58, 43, 7, , , 
2020/9/30, 52, 44, 15, , , 
2020/4/3, 50, 24, 23, 10, , 1
2020/4/4, 50, 21, 21, 13, , 1
2020/4/5, 38, 110, 16, 12, , 1
2020/4/6, 30, 38, 16, 20, , 2
2020/4/7, 43, 42, 27, 16, , 2
2020/4/8, 70, 32, 26, 20, , 1
2020/4/9, 36, 32, 22, 12, , 1
2020/4/10, 37, 34, 21, 15, , 1
2020/4/11, 39, 28, 24, 15, , 1
2020/4/12, 29, 45, 33, 19, , 2
2020/4/13, 64, 39, 22, 17, , 1
2020/4/14, 68, 26, 20, 12, , 1
2020/4/15, 25, 5, 18, 10, , 1
2020/4/16, 10, 15, 18, 11, , 1
2020/4/17, 25, 15, 19, 11, , 1
2020/4/18, 23, 16, 17, 12, , 1
2020/4/19, 23, 47, 20, 17, , 2
2020/4/20, 53, 42, 26, 10, , 1
2020/4/21, 38, 38, 26, 11, , 1
2020/4/22, 48, 27, 28, 14, , 1
2020/4/23, 30, 28, 23, 21, , 2
2020/4/24, 41, 17, 21, 16, , 1
2020/4/25, 32, 30, 28, 16, , 1
2020/4/26, 37, 53, 26, 26, , 2
2020/4/27, 65, 25, 24, 15, , 1
2020/4/28, 38, 23, 27, 13, , 1
2020/4/29, 32, 28, 17, 14, , 1
2020/4/30, 39, 32, 25, 15, , 2
2020/5/1, 45, 28, 25, 15, , 1
2020/5/2, 40, 29, 32, 17, , 1
2020/5/3, 54, 39, 17, 27, , 2
2020/5/4, 55, 28, 20, 26, , 2
2020/5/5, 49, 23, 14, 20, , 2
2020/5/6, 53, 17, 24, 14, , 1
2020/5/7, 34, 22, 16, 11, , 1
2020/5/8, 38, 24, 21, 12, , 1
2020/5/9, 32, 25, 28, 8, , 1
2020/5/10, 36, 20, 33, 9, , 1
2020/5/11, 32, 26, 33, 12, , 1
2020/5/12, 50, 18, 20, 6, , 
2020/5/13, 34, 18, 24, 9, , 1
2020/5/14, 34, 19, 23, 11, , 1
2020/5/15, 34, 19, 26, 12, , 1
2020/5/16, 32, 15, 24, 7, , 1
2020/5/17, 26, 13, 19, 9, , 1
2020/5/18, 23, 11, 19, 6, , 1
2020/5/19, 22, , , , , 
2020/5/29, 65, 27, 16, 14, , 2
2020/5/30, 38, 16, 18, 10, , 1
2020/5/31, 30, 15, 10, 14, , 3
2020/6/1, 31, 18, 8, 14, , 3
2020/6/2, 37, 17, 5, 15, , 4
2020/6/3, 44, 13, 12, 17, , 2
2020/6/4, 30, 15, 19, 14, , 1
2020/6/5, 35, 20, 1, 16, , 2
2020/6/6, 53, 29, , 18, , 3
2020/6/7, 57, 46, , 22, , 4
2020/6/8, 77, 36, , 17, , 2
2020/6/9, 59, 30, , 25, , 3
2020/6/10, 58, 44, , 26, , 4
2020/6/11, 63, 39, , 17, , 3
2020/6/12, 66, 21, , 11, , 2
2020/6/13, 35, 23, , 13, , 2
2020/6/14, 42, 25, , 16, , 2
2020/6/15, 45, 34, , 18, , 2
2020/6/16, 56, 37, , 22, , 2
2020/6/17, 52, 58, , 34, , 6
2020/6/18, 96, 46, , 25, , 4
2020/6/19, 69, 43, , 20, , 3
2020/6/20, 68, 24, , 10, , 2
2020/6/21, 38, 28, , 17, , 2
2020/6/22, 42, 33, , 21, , 3
2020/6/23, 62, 30, , 17, , 2
2020/6/24, 55, 31, , 17, , 2
2020/6/25, 63, 28, , 15, , 2
2020/6/26, 46, 29, , 13, 1, 1
2020/6/27, 51, 29, , 15, , 2
2020/6/28, 53, 29, , 11, 1, 2
2020/6/29, 46, 23, 17, 10, , 1
2020/6/30, 34, 21, 19, 7, , 1
2020/1/1, 34, 7, 15, 13, , 
2020/1/2, 15, 10, 17, 13, , 
2020/1/3, 16, 20, 12, 13, , 
2020/1/4, 46, 14, 19, 15, , 
2020/1/5, 39, 25, 19, 16, , 
2020/1/6, 29, 13, 13, 15, , 
2020/1/7, 21, 9, 17, 12, , 
2020/1/8, 24, 17, 14, 17, , 
2020/1/9, 35, 24, 18, 17, , 
2020/1/10, 28, 36, 5, 24, , 
2020/1/11, 58, 11, 14, 21, , 
2020/1/12, 28, 9, 17, 16, , 
2020/1/13, 23, 26, 21, 17, , 
2020/1/14, 32, 18, 12, 19, , 
2020/1/15, 31, 22, 16, 14, , 
2020/1/16, 62, 34, 14, 20, , 
2020/1/17, 55, 41, 18, 18, , 
2020/1/18, 44, 31, 16, 14, , 
2020/1/19, 51, 25, 15, 16, , 
2020/1/20, 31, 7, 19, 14, , 
2020/1/21, 9, 16, 24, 16, , 
2020/1/22, 12, 12, 24, 16, , 
2020/1/23, 27, 8, 15, 19, , 
2020/1/24, 14, 22, 22, 16, , 
2020/1/25, 15, 15, 25, , , 
2020/1/27, 70, 14, 12, 23, , 
2020/1/28, 53, 31, 4, 24, , 
2020/1/29, 78, 12, 9, 22, , 
2020/1/30, 73, 22, 9, 23, , 
2020/1/31, 64, 16, 3, 23, , 
2020/2/1, 59, 11, 14, 18, , 
2020/2/2, 42, 22, 18, 17, , 
2020/2/3, 17, 41, 20, 17, , 
2020/2/4, 17, 31, 22, 16, , 
2020/2/5, 33, 19, 23, 19, , 
